# RST localization TSV file for a build 1.3.6rc
#
# All files with tsv extension from the following directories are read on game start (relative to game installation):
#   Mods/
#   ../../workshop/content/812040/
#
# There are two ways to tell the game to use a specific language. One is by using cmd line arg
# "--language=German" and another option is to choose from the Language dropdown in the game.
#
# The game ONLY parses lines that:
# 1. start with ':' character. These are processing directives.
# 2. have at least 3 tab separated columns. These are dictionary entries. All strings are in UTF-8 encoding.
#
# Columns:
#  * "context/comment" just gives a hint where this line is in the game, it's not imported.
#  * "key" (case-sensitive) is a phrase matched in the game. If localization context is given (use-in column), both context and key must match.
#  * "translation" is what will be shown in the game.
#  * "max-len" is a hint how many characters approximately can the translation be without truncation or overflow. Not imported.
#  * "use-in" is empty by default, but localization context ids from usable-in column can be copied here to constrain where this line will be used.
#  * "usable-in" is a list of all localization context ids that can be copied into use-in. Not imported.
#
# use-in column format examples:
#  2035575234:Menu panel.prefab - points to one particular part inside menu prefab (that part has localization context id 2035575234)
#  310402963:Menu panel.prefab  - points to a different part inside menu prefab
#  2035575234:Menu panel.prefab; 310402963:Menu panel.prefab - points to both parts in menu panel
#  2035575234; 310402963 - short version of the previous line
#  2035575234:credits button in menu; 310402963:ship label in menu - same as previous line, but it shows that what's after ':' doesn't matter
#  Beam.cs - some parts of the game don't have loc ctx id, this is an example of it, it can't be used in use-in column
#
# A localization context is a non-changing integer assigned to some particular part of the game. The integer may be
# followed by some text, separated by ':', it is there just for commenting purposes and is ignored by the game.
#
# A longer guide how to edit this file and publish it in Steam Workshop is here:
# https://steamcommunity.com/sharedfiles/filedetails/?id=2244605825

# Display name should be the first non-comment, non-empty line. It marks that all the following lines are in that language.
:displayName English

# Plurals forms are used like described here, except the separator is '|'
# https://developer.mozilla.org/en-US/docs/Mozilla/Localization/Localization_and_Plurals#Developing_with_PluralForm
:mozillaPluralRuleNumber 1

# Columns (only the translation and use-in columns should be edited):
# comment	key	translation	max-len	use-in	usable-in

Beam.cs
	DEFLECT	DEFLECT	0		Beam.cs; Projectile.cs
description	This very advanced pressure container increases resource capacity for organics, metals, explosives and exotics.	This very advanced pressure container increases resource capacity for organics, metals, explosives and exotics.	250		1506790699:Perk module EOME container.prefab
unlockAnnouncementText	Our research on Spideraa technology is yielding results. Replicating this advanced container in Earth Alliance labs should not be a problem, next time.	Our research on Spideraa technology is yielding results. Replicating this advanced container in Earth Alliance labs should not be a problem, next time.	100		1506790699:Perk module EOME container.prefab
randomizerMenuStrings[i]	+1 very advanced container	+1 very advanced container	30		1506790699:Perk module EOME container.prefab

Perk module fuel combinator, to atlas.prefab
displayName	Fuel combinator	Fuel combinator	40		81789966:Perk module fuel combinator, to atlas.prefab
description	This module combines organics & synthetics into starfuel. Being able to produce your own fuel is highly recommended for long flights.	This module combines organics & synthetics into starfuel. Being able to produce your own fuel is highly recommended for long flights.	250		81789966:Perk module fuel combinator, to atlas.prefab
randomizerMenuStrings[i]	+1 sustainability module	+1 sustainability module	30		81789966:Perk module fuel combinator, to atlas.prefab
randomizerMenuStrings[i]	-199 credits	-199 credits	30		81789966:Perk module fuel combinator, to atlas.prefab

Perk module green integrity for weirdship.prefab
displayName	The jade armor	The jade armor	40		1904910966:Perk module green integrity for weirdship.prefab
description	A gift from the past, passed on for generations according to a mythic foretelling about saving the universe.	A gift from the past, passed on for generations according to a mythic foretelling about saving the universe.	250		1904910966:Perk module green integrity for weirdship.prefab

Perk module integrity 3.prefab
displayName	Spideraa integrity tech	Spideraa integrity tech	40		450636944:Perk module integrity 3.prefab
description	Integrity biotechnology like this was salvaged from the Outward Abyss by previous explorers. It has been reverese-engineered and we may order a similar one for the upcoming journey. Adds +13 ship HP when installed.	Integrity biotechnology like this was salvaged from the Outward Abyss by previous explorers. It has been reverse-engineered and we may order a similar one for the upcoming journey. Adds +13 ship HP when installed.	250		450636944:Perk module integrity 3.prefab
unlockAnnouncementText	We discovered pieces of a Spideraa module in one of the asteroid fields and have been able to reverse-engineer it!	We discovered pieces of a Spideraa module in one of the asteroid fields and have been able to reverse-engineer it!	100		450636944:Perk module integrity 3.prefab
randomizerMenuStrings[i]	(adds +13 ship HP when installed)	(adds +13 ship HP when installed)	30		450636944:Perk module integrity 3.prefab
randomizerMenuStrings[i]	-4 exotics	-4 exotics	30		450636944:Perk module integrity 3.prefab; 1260454991:Perk nuke arsenal DIY.prefab
randomizerMenuStrings[i]	-200 organics	-200 organics	30		450636944:Perk module integrity 3.prefab

Perk module integrity blue scales, unlockable for weirdship.prefab
displayName	The bluerock scales	The bluerock scales	40		28205014:Perk module integrity blue scales, unlockable for weirdship.prefab
description	Integrtiy module made of artificially grown crystals. Adds +10 ship hull points when installed, can be used to gain HP quickly during an emergency.	Integrity module made of artificially grown crystals. Adds +10 ship hull points when installed, can be used to gain HP quickly during an emergency.	250		28205014:Perk module integrity blue scales, unlockable for weirdship.prefab
unlockAnnouncementText	Our ship AI has found this blueprint through acccess to insectoid technology networks.	Our ship AI has found this blueprint through access to insectoid technology networks.	100		28205014:Perk module integrity blue scales, unlockable for weirdship.prefab

Perk module lovers cryosleep.prefab
displayName	"Lovers"-type cryosleep	"Lovers"-type cryosleep	40		16054811:Perk module lovers cryosleep.prefab
description	Perfect for couples. Crew in cryosleep doesn't consume organics & may heal injuries during ship movement.	Perfect for couples. Crew in cryosleep doesn't consume organics & may heal injuries during ship movement.	250		16054811:Perk module lovers cryosleep.prefab
randomizerMenuStrings[i]	+1 cryosleep module for two	+1 cryosleep module for two	30		16054811:Perk module lovers cryosleep.prefab

Perk module medbay 202.prefab
displayName	Medbay 202	Medbay 202	40		411849296:Perk module medbay 202.prefab
description	Send crew into installed medbay to heal injuries.\nDespite our ability to craft DIY medbays aboard the ship, this one is much more efficient and can heal multiple crew in the same time.	Send crew into installed medbay to heal injuries.\nDespite our ability to craft DIY medbays aboard the ship, this one is much more efficient and can heal multiple crew in the same time.	250		411849296:Perk module medbay 202.prefab

Perk module minigrowery.prefab
description	A small accelerated growth garden module. Gardens remove operator food consumption and generate additional organics during ship movement. This growery can be used to by two operators.	A small accelerated growth garden module. Gardens remove operator food consumption and generate additional organics during ship movement. This growery can be used to by two operators.	250		1610304684:Perk module minigrowery.prefab
randomizerMenuStrings[i]	-40 organics	-40 organics	30		1610304684:Perk module minigrowery.prefab; 1304884710:Perk module shroomery for gardenship.prefab

Perk module oilcake organics converter.prefab
displayName	The oilcake converter	The oilcake converter	40		1995216412:Perk module oilcake organics converter.prefab
description	This module can turn fuel into organics, and comes with a built-in cake printer. Typically issued to ships operating away from carbon ecosystems.	This module can turn fuel into organics, and comes with a built-in cake printer. Typically issued to ships operating away from carbon ecosystems.	250		1995216412:Perk module oilcake organics converter.prefab
randomizerMenuStrings[i]	+1 convertor module that can turn fuel into food.	+1 convertor module that can turn fuel into food.	30		1995216412:Perk module oilcake organics converter.prefab
randomizerMenuStrings[i]	+40 fuel	+40 fuel	30		1995216412:Perk module oilcake organics converter.prefab

Perk module old random.prefab
displayName	The ancient module	The ancient module	40		1890494450:Perk module old random.prefab
description	A gift from a friend at the Rat Imperial Archeology museum.	A gift from a friend at the Rat Imperial Archeology museum.	250		1890494450:Perk module old random.prefab
randomizerMenuStrings[i]	+1 random old module	+1 random old module	30		1890494450:Perk module old random.prefab

Perk module old triple cannon.prefab
displayName	Old dreadnought cannon	Old dreadnought cannon	40		28078182:Perk module old triple cannon.prefab
description	A friendly scavenger is willing to sell a piece of antique weaponry for cheap.	A friendly scavenger is willing to sell a piece of antique weaponry for cheap.	250		28078182:Perk module old triple cannon.prefab
randomizerMenuStrings[i]	+1 old dreadnought cannon	+1 old dreadnought cannon	30		28078182:Perk module old triple cannon.prefab

Perk module Rat weapon for exotics.prefab
displayName	The unofficial deal (Rat weapon)	The unofficial deal (Rat weapon)	40		22277590:Perk module Rat weapon for exotics.prefab
description	A smuggler from the Rat Empire offers us this weapon in exchange for exotics.	A smuggler from the Rat Empire offers us this weapon in exchange for exotics.	250		22277590:Perk module Rat weapon for exotics.prefab
unlockAnnouncementText	We've met a smuggler who promises to get us a brand new Rat weapon for a few exotics, next time.	We've met a smuggler who promises to get us a brand new Rat weapon for a few exotics, next time.	100		22277590:Perk module Rat weapon for exotics.prefab
randomizerMenuStrings[i]	+1 weapon module (Rat Empire)	+1 weapon module (Rat Empire)	30		22277590:Perk module Rat weapon for exotics.prefab

Perk module shroomery for gardenship.prefab
displayName	Extra shroomery	Extra shroomery	40		1304884710:Perk module shroomery for gardenship.prefab
description	Adds an aditional module for rapidly growing edible mushrooms. All gardens remove operator food consumption and generate additional organics during ship movement.	Adds an additional module for rapidly growing edible mushrooms. All gardens remove operator food consumption and generate additional organics during ship movement.	250		1304884710:Perk module shroomery for gardenship.prefab

Perk module synth cooker, to tigerfish.prefab
displayName	Synthetics Cooker 9000	Synthetics Cooker 9000	40		1783804007:Perk module synth cooker, to tigerfish.prefab
description	This sustainability module allows converting organics to synthetics. Being able to produce synthetics means you never run out of materials that are necessary for repairing ship modules.	This sustainability module allows converting organics to synthetics. Being able to produce synthetics means you never run out of materials that are necessary for repairing ship modules.	250		1783804007:Perk module synth cooker, to tigerfish.prefab
randomizerMenuStrings[i]	Convertor module that can turn organics into synthetics	Convertor module that can turn organics into synthetics	30		1783804007:Perk module synth cooker, to tigerfish.prefab

Perk module weapon bank missile x2.prefab
displayName	Commercial missile platform	Commercial missile platform	40		633108626:Perk module weapon bank missile x2.prefab
description	This platform prints and launches heavy missiles in pairs, giving them a good chance to survive enemy point-defence fire. Pre-loaded with enough explosives for a single volley of fire.	This platform prints and launches heavy missiles in pairs, giving them a good chance to survive enemy point-defence fire. Pre-loaded with enough explosives for a single volley of fire.	250		633108626:Perk module weapon bank missile x2.prefab
unlockAnnouncementText	During our travels, we've learned the location of an old military warehouse containing this weapon, among other things. We may pick it up next time.	During our travels, we've learned the location of an old military warehouse containing this weapon, among other things. We may pick it up next time.	100		633108626:Perk module weapon bank missile x2.prefab
randomizerMenuStrings[i]	+1 missile weapon	+1 missile weapon	30		633108626:Perk module weapon bank missile x2.prefab
randomizerMenuStrings[i]	+16 explosives	+16 explosives	30		633108626:Perk module weapon bank missile x2.prefab

Perk module weapon Spideraa Shuriken.prefab
displayName	Uncommon weapon set	Uncommon weapon set	40		1511793584:Perk module weapon Spideraa Shuriken.prefab
description	An unusual pair of exquisite weapons. Both are designed for killing crew in enemy ships.	An unusual pair of exquisite weapons. Both are designed for killing crew in enemy ships.	250		1511793584:Perk module weapon Spideraa Shuriken.prefab
randomizerMenuStrings[i]	+2 ship weapons	+2 ship weapons	30		1511793584:Perk module weapon Spideraa Shuriken.prefab

Perk moleculaati pet.prefab
displayName	The Moleculaati	The Moleculaati	40		184540469:Perk moleculaati pet.prefab
description	Moleculaatis are non-carbon animals of unknown origin that use body colors as a simple but efficient language. They occasionally need to eat small amounts of cyanide and various acids.	Moleculaatis are non-carbon animals of unknown origin that use body colors as a simple but efficient language. They occasionally need to eat small amounts of cyanide and various acids.	250		184540469:Perk moleculaati pet.prefab

Perk nuke arsenal DIY.prefab
displayName	Nuke arsenal DIY	Nuke arsenal DIY	40		1260454991:Perk nuke arsenal DIY.prefab
description	An arsenal of manually assembled capital missiles, also known as nukes. Can be purchased from a shady source, payment in gold and crystals only.	An arsenal of manually assembled capital missiles, also known as nukes. Can be purchased from a shady source, payment in gold and crystals only.	250		1260454991:Perk nuke arsenal DIY.prefab
unlockAnnouncementText	During our travels, we've met an individual willing to sell self-made nukes.	During our travels, we've met an individual willing to sell self-made nukes.	100		1260454991:Perk nuke arsenal DIY.prefab
randomizerMenuStrings[i]	+4 DIY capital missiles	+4 DIY capital missiles	30		1260454991:Perk nuke arsenal DIY.prefab
randomizerMenuStrings[i]	-200 metal	-200 metal	30		1260454991:Perk nuke arsenal DIY.prefab

Perk nuke arsenal for SP33.prefab
displayName	Nuke arsenal x5	Nuke arsenal x5	40		6974583:Perk nuke arsenal for SP33.prefab
description	A selection of capital missiles, also known as nukes. Just fill in the very-ethical-use-only declaration to receive.	A selection of capital missiles, also known as nukes. Just fill in the very-ethical-use-only declaration to receive.	250		6974583:Perk nuke arsenal for SP33.prefab
randomizerMenuStrings[i]	+5 capital missiles	+5 capital missiles	30		6974583:Perk nuke arsenal for SP33.prefab

Perk nuke barrel.prefab
displayName	External fueltank, T-1 [weaponized]	External fueltank, T-1 [weaponized]	40		1362449879:Perk nuke barrel.prefab
description	External fueltank usable as a cheap capital missile. Scrapping provides lots of fuel. Very fragile and can be easily shot down by point-defences.	External fueltank usable as a cheap capital missile. Scrapping provides lots of fuel. Very fragile and can be easily shot down by point-defences.	250		1362449879:Perk nuke barrel.prefab
randomizerMenuStrings[i]	+1 capital missile	+1 capital missile	30		1362449879:Perk nuke barrel.prefab; 285860403:Perk nuke for Endurance.prefab; 305450922:Perk nuke thinspeeder for atlas.prefab; 547639251:Perk nuke DIY probe ual4 for bluestar.prefab; 548302033:Perk nuke DIY shield breaker.prefab; 611909834:Perk nuke bio 2 greentail.prefab; 656830655:Perk nuke fueltank for atlas.prefab; 1042155144:Perk nuke Rat DIY incendiary.prefab; 1092748221:Perk nuke bio.prefab; 1339234810:Perk nuke EMP 9000.prefab; 1555035434:Perk nuke Tigerfish.prefab; 1581121396:sdlc/Perk nuke Battle Tiger monolith.prefab; 1852263270:Perk nuke old.prefab

Perk nuke bio 2 greentail.prefab
displayName	Greentail nuke (biotech)	Greentail nuke (biotech)	40		611909834:Perk nuke bio 2 greentail.prefab
description	This bioengineered semisolid organism delivers corrosive payload on impact, damaging everything in its small area of effect. Resilient body.	This bioengineered semisolid organism delivers corrosive payload on impact, damaging everything in its small area of effect. Resilient body.	250		611909834:Perk nuke bio 2 greentail.prefab

Perk nuke bio.prefab
displayName	Nanospore nuke (biotech)	Nanospore nuke (biotech)	40		1092748221:Perk nuke bio.prefab
description	Ancient capital missile obtained from a biotech museum. Damages only modules and crew, harmless against ship hull.	Ancient capital missile obtained from a biotech museum. Damages only modules and crew, harmless against ship hull.	250		1092748221:Perk nuke bio.prefab

Perk nuke diy decoy for Rogue Rat.prefab
displayName	The Flying Boilers x2	The Flying Boilers x2	40		2033479731:Perk nuke diy decoy for Rogue Rat.prefab
description	This pair of improvised decoy nukes have been manually crafted by local rocketry enthusiasts. Can be used to draw point-defence fire away from other missiles and deal minor damage against ship HP.	This pair of improvised decoy nukes have been manually crafted by local rocketry enthusiasts. Can be used to draw point-defence fire away from other missiles and deal minor damage against ship HP.	250		2033479731:Perk nuke diy decoy for Rogue Rat.prefab
randomizerMenuStrings[i]	+2 capital decoy missiles	+2 capital decoy missiles	30		2033479731:Perk nuke diy decoy for Rogue Rat.prefab

Perk nuke DIY probe ual4 for bluestar.prefab
displayName	DIY nuke [weaponized probe]	DIY nuke [weaponized probe]	40		547639251:Perk nuke DIY probe ual4 for bluestar.prefab
description	Improvised capital missile, made from an exploration probe with destabilized reactors. We need to provide the fuel for its engines ourselves.	Improvised capital missile, made from an exploration probe with destabilized reactors. We need to provide the fuel for its engines ourselves.	250		547639251:Perk nuke DIY probe ual4 for bluestar.prefab
unlockAnnouncementText	During our travels, our ship AI has secured access to this improvised nuke. We can pick it up next time we go on an adventure, but its engines need refuelling before it can be used.	During our travels, our ship AI has secured access to this improvised nuke. We can pick it up next time we go on an adventure, but its engines need refuelling before it can be used.	100		547639251:Perk nuke DIY probe ual4 for bluestar.prefab
randomizerMenuStrings[i]	-40 fuel	-40 fuel	30		547639251:Perk nuke DIY probe ual4 for bluestar.prefab

Perk nuke DIY random.prefab
displayName	Improvised nuclear missile	Improvised nuclear missile	40		1447363940:Perk nuke DIY random.prefab
description	An improvised combination of destabilized reactors, old engines and various spare parts. Might save our life one day.	An improvised combination of destabilized reactors, old engines and various spare parts. Might save our life one day.	250		1447363940:Perk nuke DIY random.prefab
randomizerMenuStrings[i]	+1 random capital missile	+1 random capital missile	30		1447363940:Perk nuke DIY random.prefab
randomizerMenuStrings[i]	-20 fuel	-20 fuel	30		1447363940:Perk nuke DIY random.prefab

Perk nuke DIY shield breaker.prefab
displayName	DIY shield breaker	DIY shield breaker	40		548302033:Perk nuke DIY shield breaker.prefab
description	This improvised capital missile carries a strong anti-shield energy charge, but is otherwise harmless. Quite fragile, may be shot down by point-defences without distraction fire or decoys.	This improvised capital missile carries a strong anti-shield energy charge, but is otherwise harmless. Quite fragile, may be shot down by point-defences without distraction fire or decoys.	250		548302033:Perk nuke DIY shield breaker.prefab

Perk nuke EMP 9000.prefab
displayName	EMP Megablast 9000	EMP Megablast 9000	40		1339234810:Perk nuke EMP 9000.prefab
description	A capital missile for disabling enemy shields or overloading modules. Harmless against crew or ship hull.	A capital missile for disabling enemy shields or overloading modules. Harmless against crew or ship hull.	250		1339234810:Perk nuke EMP 9000.prefab

Perk nuke for Endurance.prefab
displayName	Prototype incendiary nuke	Prototype incendiary nuke	40		285860403:Perk nuke for Endurance.prefab
description	A prototype capital missile built in Earth Alliance research labs. Creates a massive firestorm inside target ship.	A prototype capital missile built in Earth Alliance research labs. Creates a massive firestorm inside target ship.	250		285860403:Perk nuke for Endurance.prefab

Perk nuke fueltank for atlas.prefab
displayName	External fueltank, T-02 [weaponized]	External fueltank, T-02 [weaponized]	40		656830655:Perk nuke fueltank for atlas.prefab
description	External fueltank usable as a capital missile. Scrapping provides lots of fuel. Recommended for long-range flights.	External fueltank usable as a capital missile. Scrapping provides lots of fuel. Recommended for long-range flights.	250		656830655:Perk nuke fueltank for atlas.prefab

Perk nuke old.prefab
displayName	The decommissioned nuke	The decommissioned nuke	40		1852263270:Perk nuke old.prefab
description	It's a few hundred years old, but still very powerful.	It's a few hundred years old, but still very powerful.	250		1852263270:Perk nuke old.prefab

Perk nuke Rat DIY incendiary.prefab
displayName	DIY firebomb nuke	DIY firebomb nuke	40		1042155144:Perk nuke Rat DIY incendiary.prefab
description	An improvised incendiary missile made from a combination of Rat Empire munitions. Designed for starting fires in enemy ships.	An improvised incendiary missile made from a combination of Rat Empire munitions. Designed for starting fires in enemy ships.	250		1042155144:Perk nuke Rat DIY incendiary.prefab
randomizerMenuStrings[i]	-130 credits	-130 credits	30		1042155144:Perk nuke Rat DIY incendiary.prefab

Perk nuke Rat incendiary for Rogue Rat.prefab
displayName	Rat Empire incendiary nuke	Rat Empire incendiary nuke	40		746099772:Perk nuke Rat incendiary for Rogue Rat.prefab
description	Widespread corruption in the Rat Empire ensures that everything is available for a price.	Widespread corruption in the Rat Empire ensures that everything is available for a price.	250		746099772:Perk nuke Rat incendiary for Rogue Rat.prefab
randomizerMenuStrings[i]	+1 capital incendiary missile	+1 capital incendiary missile	30		746099772:Perk nuke Rat incendiary for Rogue Rat.prefab
randomizerMenuStrings[i]	- 1 exotic	- 1 exotic	30		746099772:Perk nuke Rat incendiary for Rogue Rat.prefab

Perk nuke thinspeeder for atlas.prefab
displayName	Additional nuke	Additional nuke	40		305450922:Perk nuke thinspeeder for atlas.prefab
description	For a small price, this mass-produced capital missile will added to the munitions loadout for Atlas. Faster than other nukes, small payload.	For a small price, this mass-produced capital missile will added to the munitions loadout for Atlas. Faster than other nukes, small payload.	250		305450922:Perk nuke thinspeeder for atlas.prefab

Perk nuke Tigerfish.prefab
displayName	Tigerpaw nuke	Tigerpaw nuke	40		1555035434:Perk nuke Tigerfish.prefab
description	A heavily armored single-shot industrial missile, originally designed for breaking large asteroids. Now repurposed for war. This one has very small AOE.	A heavily armored single-shot industrial missile, originally designed for breaking large asteroids. Now repurposed for war. This one has very small AOE.	250		1555035434:Perk nuke Tigerfish.prefab

Perk pack, 3xsolid starfuel from level7.prefab
displayName	Solid starfuel (x3)	Solid starfuel (x3)	40		917843686:Perk pack, 3xsolid starfuel from level7.prefab
description	This rare opportunity allows us to obtain 3 packages of solidified starfuel (50 fuel a piece) for a very modest price. We just have to know the secret code, which is "Lapu-lapu-lapu-dapu".	This rare opportunity allows us to obtain 3 packages of solidified starfuel (50 fuel a piece) for a very modest price. We just have to know the secret code, which is "Lapu-lapu-lapu-dapu".	250		917843686:Perk pack, 3xsolid starfuel from level7.prefab
unlockAnnouncementText	During our travels, our ship AI has found an opportunity to get solidified starfuel for a reduced price, next time.	During our travels, our ship AI has found an opportunity to get solidified starfuel for a reduced price, next time.	100		917843686:Perk pack, 3xsolid starfuel from level7.prefab
randomizerMenuStrings[i]	+3 fuel packs	+3 fuel packs	30		917843686:Perk pack, 3xsolid starfuel from level7.prefab

Perk pack, explosive cargo for gardenship.prefab
displayName	Explosive merchandice	Explosive merchandise	40		798912976:Perk pack, explosive cargo for gardenship.prefab
description	Destructive merchandice that was unsold in the cargo hold at the time we bought this ship.	Destructive merchandise that was unsold in the cargo hold at the time we bought this ship.	250		798912976:Perk pack, explosive cargo for gardenship.prefab
randomizerMenuStrings[i]	+1 resource pack (50 explosives)	+1 resource pack (50 explosives)	30		798912976:Perk pack, explosive cargo for gardenship.prefab

Perk pack, medical resources.prefab
displayName	Package from grand-aunt	Package from grand-aunt	40		1569517835:Perk pack, medical resources.prefab
description	Our grand-relative who is several hundred years old sent us this package when she heard about our upcoming journey.\nIt's a package of self-contained organics & synthetics, plus 12 jars of mildberry jam.	Our grand-relative who is several hundred years old sent us this package when she heard about our upcoming journey.\nIt's a package of self-contained organics & synthetics, plus 12 jars of mildberry jam.	250		1569517835:Perk pack, medical resources.prefab
randomizerMenuStrings[i]	+1 resource pack	+1 resource pack	30		1569517835:Perk pack, medical resources.prefab; 152890152:Perk pack, random.prefab
randomizerMenuStrings[i]	+12 organics	+12 organics	30		1569517835:Perk pack, medical resources.prefab

Perk pack, organic cargo for gardenship.prefab
displayName	Organic merchandice	Organic merchandise	40		1420718850:Perk pack, organic cargo for gardenship.prefab
description	Edible merchandice that was unsold in cargo bay at the time we bought this ship,	Edible merchandise that was unsold in cargo bay at the time we bought this ship,	250		1420718850:Perk pack, organic cargo for gardenship.prefab
randomizerMenuStrings[i]	+1 resource pack (100 organics)	+1 resource pack (100 organics)	30		1420718850:Perk pack, organic cargo for gardenship.prefab

Perk pack, organics.prefab
displayName	Organics Deal (x4)	Organics Deal (x4)	40		1105713209:Perk pack, organics.prefab
description	An opportunity to buy four organics packs for the price of one, directly from the producer. A truly generous offer.	An opportunity to buy four organics packs for the price of one, directly from the producer. A truly generous offer.	250		1105713209:Perk pack, organics.prefab
unlockAnnouncementText	During our travels, we met this very generous organics merchant who promised to help us, next time we go adventuring like this.	During our travels, we met this very generous organics merchant who promised to help us, next time we go adventuring like this.	100		1105713209:Perk pack, organics.prefab
randomizerMenuStrings[i]	+4 organics packs	+4 organics packs	30		1105713209:Perk pack, organics.prefab

Perk pack, random.prefab
displayName	Self-contained resource pack I	Self-contained resource pack I	40		152890152:Perk pack, random.prefab
description	A random selection of self-contained extra supplies for the journey.	A random selection of self-contained extra supplies for the journey.	250		152890152:Perk pack, random.prefab

Perk pack, solid starfuel for endurance.prefab
displayName	Solid starfuel (x2)	Solid starfuel (x2)	40		1332005888:Perk pack, solid starfuel for endurance.prefab
description	Two packages of self-contained solidified starfuel, containing 50 fuel a piece.	Two packages of self-contained solidified starfuel, containing 50 fuel a piece.	250		1332005888:Perk pack, solid starfuel for endurance.prefab
randomizerMenuStrings[i]	+2 fuel packs	+2 fuel packs	30		1332005888:Perk pack, solid starfuel for endurance.prefab

Perk pet random.prefab
displayName	Space pet (random species)	Space pet (random species)	40		768469910:Perk pet random.prefab
description	A live gift from an old friend of our AI. The creature is very intelligent and may be occasionally useful.	A live gift from an old friend of our AI. The creature is very intelligent and may be occasionally useful.	250		768469910:Perk pet random.prefab
randomizerMenuStrings[i]	+1 pet	+1 pet	30		768469910:Perk pet random.prefab

Perk Replace 5x mininglasers with6x, for Gardenship.prefab
displayName	Mining lasers upgrade V>VI	Mining lasers upgrade V>VI	40		1248482139:Perk Replace 5x mininglasers with6x, for Gardenship.prefab
description	Upgraded lasers have six barrels instead of five.	Upgraded lasers have six barrels instead of five.	250		1248482139:Perk Replace 5x mininglasers with6x, for Gardenship.prefab
randomizerMenuStrings[i]	Increases damage & power consumption of mining lasers	Increases damage & power consumption of mining lasers	30		1248482139:Perk Replace 5x mininglasers with6x, for Gardenship.prefab

Perk Replace ATK old with ATK new for Endurance.prefab
displayName	Cannon deep cleaning x2	Cannon deep cleaning x2	40		889458515:Perk Replace ATK old with ATK new for Endurance.prefab
description	Deep cleaning and renewal procedures will restore the ship cannons to top condition.	Deep cleaning and renewal procedures will restore the ship cannons to top condition.	250		889458515:Perk Replace ATK old with ATK new for Endurance.prefab
randomizerMenuStrings[i]	Improves ship cannons x2	Improves ship cannons x2	30		889458515:Perk Replace ATK old with ATK new for Endurance.prefab

Perk Replace autogatling with better one, for Nukerunner.prefab
displayName	Gatling gun upgrade	Gatling gun upgrade	40		1734489161:Perk Replace autogatling with better one, for Nukerunner.prefab
description	The onboard gatling gun receives an upgrade. The new gun shoots 5 shots instead of 4.	The onboard gatling gun receives an upgrade. The new gun shoots 5 shots instead of 4.	250		1734489161:Perk Replace autogatling with better one, for Nukerunner.prefab
randomizerMenuStrings[i]	Improves the ship's gatling gun	Improves the ship's gatling gun	30		1734489161:Perk Replace autogatling with better one, for Nukerunner.prefab

Perk Replace beamer laser for Exception.prefab
displayName	Combat beamer upgrade	Combat beamer upgrade	40		462414045:Perk Replace beamer laser for Exception.prefab
description	Switches the onboard energy weapon with a newer version, with slightly improved rate of fire and damage against shields.	Switches the onboard energy weapon with a newer version, with slightly improved rate of fire and damage against shields.	250		462414045:Perk Replace beamer laser for Exception.prefab
randomizerMenuStrings[i]	Improves ship beam weapon	Improves ship beam weapon	30		462414045:Perk Replace beamer laser for Exception.prefab

Perk Replace combat sensor old with new.prefab
displayName	Mk I sensor replacement	Mk I sensor replacement	40		1524517897:Perk Replace combat sensor old with new.prefab
description	The onboard Mk I sensor is replaced with a new, more efficient one.	The onboard Mk-I sensor is replaced with a new, more efficient one.	250		1524517897:Perk Replace combat sensor old with new.prefab
randomizerMenuStrings[i]	Replaces Mk I sensor with Mk II	Replaces Mk-I sensor with Mk-II	30		1524517897:Perk Replace combat sensor old with new.prefab

Perk Replace containers with betters for Endurance.prefab
displayName	Containers upgrade (x2)	Containers upgrade (x2)	40		754443567:Perk Replace containers with betters for Endurance.prefab
description	The onboard fuel and organics containers are replaced with better high-pressure tanks that allow storing more resource.	The onboard fuel and organics containers are replaced with better high-pressure tanks that allow storing more resource.	250		754443567:Perk Replace containers with betters for Endurance.prefab
randomizerMenuStrings[i]	Improves fuel and organics container capacity	Improves fuel and organics container capacity	30		754443567:Perk Replace containers with betters for Endurance.prefab
randomizerMenuStrings[i]	-90 credits	-90 credits	30		754443567:Perk Replace containers with betters for Endurance.prefab

Perk Replace DIY FO with FOO.prefab
displayName	Fuel & Organics container replacements	Fuel & Organics container replacements	40		367285597:Perk Replace DIY FO with FOO.prefab
description	The onboard self-made fuel and organics containers are replaced with high-quality pressure containers, allowing for greater resource capacity.	The onboard self-made fuel and organics containers are replaced with high-quality pressure containers, allowing for greater resource capacity.	250		367285597:Perk Replace DIY FO with FOO.prefab
randomizerMenuStrings[i]	Replaces two containers with better ones	Replaces two containers with better ones	30		367285597:Perk Replace DIY FO with FOO.prefab
randomizerMenuStrings[i]	-60 credits	-60 credits	30		367285597:Perk Replace DIY FO with FOO.prefab

Perk Replace dual mininglasers with triple, for Bluestar.prefab
displayName	Mining lasers upgrade II>III	Mining lasers upgrade II>III	40		1872158117:Perk Replace dual mininglasers with triple, for Bluestar.prefab
description	Upgraded lasers have three barrels instead of two. New lasers need more power.	Upgraded lasers have three barrels instead of two. New lasers need more power.	250		1872158117:Perk Replace dual mininglasers with triple, for Bluestar.prefab
